ID_REF,SRR1027183,SRR1027184,SRR1027185,SRR1027186,SRR1027187,SRR1027188,SRR1027189,SRR1027190
AC019129.2,3,0,0,0,0,0,1,0
AL512598.1,0,3,2,0,3,3,1,4
AL121929.3,11,27,7,4,1,1,14,2
AL162591.2,0,0,0,0,0,0,0,0
LYPD4,0,0,1,1,0,0,1,0
AL590385.2,0,1,0,0,0,0,1,0
AC133528.1,1,2,0,2,0,5,13,1
AP001596.2,1,1,0,0,1,0,1,1
AC144652.1,11,24,13,4,7,8,20,7
AC093865.1,4,2,3,0,0,0,0,0
AP005229.2,0,0,0,0,0,0,0,0
AC020634.2,2,1,1,0,0,2,0,3
AL365434.2,1,0,0,0,0,0,0,0
LINC01990,1,4,0,0,1,0,1,1
PACERR,0,0,0,0,0,0,8,5
AL355312.4,0,0,5,1,0,1,0,0
AC116651.1,4,1,3,8,1,0,2,3
NBPF26,4,145,60,23,5,28,15,22
AL022328.2,2,0,1,1,0,14,19,7
AC005021.1,0,2,7,1,0,0,2,0
AC007663.3,1,1,0,5,3,0,0,1
AP001269.4,0,0,0,0,0,0,0,0
LINC02604,7,11,7,4,7,125,63,93
AL355512.1,0,0,2,1,1,4,0,0
BX537318.1,5,4,2,5,1,8,13,9
LINC00653,10,14,9,10,4,2,6,7
AL138963.4,0,0,0,0,0,0,0,0
AC073957.3,32,80,47,8,12,36,88,29
AC067747.1,0,1,1,0,0,0,0,0
AL121845.3,1,1,1,0,2,9,20,11
AC092587.1,1,0,2,0,1,1,1,0
AC124016.3,6,14,3,9,1,0,1,2
AL359962.2,7,1,4,2,0,3,0,0
AL133215.2,8,19,7,9,1,1,1,0
DGCR10,0,0,1,0,0,1,0,1
AL121652.1,8,12,10,4,0,1,0,1
AL359736.1,0,0,0,0,0,0,0,0
AC002094.3,0,0,0,0,0,0,0,0
LINC02091,0,1,0,0,0,14,11,11
SNURF,8,8,4,8,2,1,2,4
AC108673.2,5,7,2,3,0,7,17,17
BX323046.1,0,0,0,0,0,2,0,0
AL008635.1,0,1,1,1,2,1,0,1
AC092954.2,0,0,0,0,0,0,0,0
AC092535.5,1,7,5,2,5,4,39,27
AC019193.3,0,0,0,0,0,0,1,1
AC131235.4,2,3,0,1,1,1,0,0
AC093726.2,8,34,6,6,0,5,3,9
AC010655.4,0,0,0,0,0,0,0,0
AL359091.4,1,0,2,2,3,2,1,1
AL022328.3,9,7,3,2,1,6,11,6
AC010619.3,0,0,0,0,0,2,0,0
AL671710.1,0,0,1,1,0,0,2,2
AC062037.3,0,1,0,0,0,0,0,0
AL096803.4,0,1,1,6,0,1,0,0
AP000692.2,0,0,2,1,0,7,4,3
AC006946.2,1,94,1,0,3,17,37,24
AC104506.1,0,0,0,0,0,0,0,0
AC069148.1,1,9,1,1,0,7,1,7
AP001437.1,0,0,0,0,0,0,1,0
AC137630.4,0,0,0,0,0,0,0,0
AC000068.2,0,2,0,3,1,5,3,3
H3_2,0,0,0,0,0,2,2,1
AL031587.4,0,3,0,0,2,0,0,0
AC002059.1,2,1,1,1,0,7,0,1
AC008695.1,0,0,0,0,0,0,0,0
AC005776.2,5,8,2,5,1,24,12,11
AC091736.1,0,0,0,0,0,0,0,0
AL355816.2,0,0,0,0,0,0,0,0
FAM25BP,0,0,0,0,0,0,0,0
AL391834.2,8,4,9,2,5,19,26,13
OR5BQ1P,0,0,0,0,0,0,0,0
AC102953.2,4,2,16,4,3,21,31,22
AC090912.3,0,0,3,0,0,0,0,0
AC097724.1,2,1,0,0,0,2,1,0
OR2A13P,2,7,2,1,1,0,5,3
TMEM271,1,0,0,0,0,0,0,0
AC013468.1,4,2,3,2,0,1,2,0
Z82243.1,3,13,3,1,1,0,0,0
AC005301.1,0,0,0,0,0,0,0,0
AC092653.1,7,10,4,3,2,0,0,0
AC097376.3,43,106,52,29,9,43,39,46
AC010997.5,0,0,0,0,1,0,0,0
BX649632.1,0,0,2,0,0,3,1,3
OR7E39P,3,0,1,0,2,0,0,0
AL022328.4,3,0,5,3,0,5,2,1
AF129075.3,1,3,0,4,1,2,0,0
OR5BP1P,0,3,0,0,0,0,0,0
AC069200.3,3,1,0,11,0,0,2,2
AC016737.2,1,3,0,2,0,0,0,1
AL049839.2,0,1,1,0,1,95,33,59
AC092953.2,7,16,6,4,0,1,5,3
AL121928.1,0,0,0,0,0,0,0,0
AL360219.2,1,1,0,1,0,1,1,3
CNNM3_DT,4,3,2,2,1,4,1,0
AC097381.3,0,0,0,1,0,0,0,1
AC073283.3,0,0,0,0,1,0,0,1
AC090114.2,35,29,19,62,13,25,54,41
AP000254.2,12,12,19,10,1,27,13,19
U62317.4,0,0,0,0,0,0,0,0
ZBTB8B,0,33,3,1,1,3,1,4
AC017083.2,0,0,0,0,0,0,0,0
AP001033.4,33,31,42,24,4,11,42,36
AL008718.2,0,0,0,0,0,0,0,0
AL121672.3,2,4,0,1,0,2,1,0
AC092042.3,3,20,3,0,2,4,4,6
AC093458.1,0,1,1,0,1,1,1,0
C1QTNF3_AMACR,14,3,12,2,0,2,1,0
AP000350.6,1,2,1,139,4,6,13,1
AC009275.1,1,1,1,0,0,0,1,3
AC006153.1,0,0,0,0,0,0,0,0
AC000068.3,0,0,0,0,0,0,0,0
AC016717.2,2,112,4,1,0,1,2,0
AC016747.3,8,13,9,6,2,2,8,2
AC009237.15,8,7,11,0,1,0,1,0
AC018690.1,12,42,27,18,3,10,22,9
AC024560.3,2,4,0,0,0,0,1,1
DGCR11,17,22,12,22,6,5,18,13
AL121749.1,0,3,0,0,0,1,0,1
RBAKDN,1,0,1,0,0,0,0,0
AC005229.4,9,15,10,6,4,18,18,21
AC058791.1,90,116,47,32,9,6,5,5
AC007032.1,1,0,0,1,2,5,4,1
AC023983.2,0,0,0,0,0,1,1,2
AL008723.2,0,2,0,2,0,1,0,0
OR6L2P,1,2,0,0,0,0,0,0
AC099329.2,11,4,63,2,33,3,3,5
AC078846.1,47,147,54,40,10,26,23,19
CYP4F36P,0,0,0,0,1,0,0,0
TM4SF19_TCTEX1D2,0,1,0,0,0,0,0,0
AL662884.1,0,2,1,0,0,0,0,0
AP005432.2,0,0,0,0,0,0,2,0
OR7M1P,4,6,2,0,2,1,2,0
AC103591.3,11,5,5,4,4,2,1,0
MICE,4,9,6,2,0,2,3,3
AC004921.1,1,1,3,4,0,0,1,1
AP000553.3,0,0,0,0,0,0,1,3
AC007663.4,2,10,1,7,0,0,2,1
PAXIP1_AS1,12,37,9,6,14,125,69,67
AC104109.4,5,5,2,2,0,3,3,5
AC027449.1,0,1,3,0,0,0,0,0
AC004832.5,10,13,7,9,0,0,3,1
AL008718.3,2,11,3,3,0,1,1,0
AP000894.4,11,8,2,1,1,12,3,2
LINC02019,3,4,2,1,2,25,55,43
AC022017.1,0,0,0,0,0,0,0,0
AC021016.3,0,0,0,0,0,0,0,0
AP000547.2,0,0,0,0,0,0,0,1
AL353801.3,4,7,5,9,1,0,3,1
AL451074.6,0,7,1,0,0,1,0,2
,1,27,1,5,1,4,3,6
AL355472.3,2,1,2,1,1,0,3,0
AC006566.1,8,11,4,2,1,3,1,2
AC096586.2,10,5,11,6,1,0,1,1
AC108747.1,0,0,0,0,0,0,0,0
SFTPD_AS1,0,1,2,0,0,0,0,0
AL355488.1,75,166,88,66,9,27,34,12
AC069222.1,4,13,2,2,2,2,1,0
AC055764.2,2,2,1,1,1,3,1,6
OR2Q1P,0,0,1,0,0,0,0,0
AL158071.5,5,28,5,9,3,3,4,0
AL356488.3,3,1,0,1,1,11,5,5
AL137796.1,1,0,1,0,0,1,1,0
AC005005.3,5,12,4,22,2,14,9,7
AC005291.2,4,1,4,1,5,4,31,16
AC083880.1,5,5,2,4,1,9,12,14
AC128687.2,1,0,0,0,1,0,0,0
LINC01396,0,0,0,0,1,0,0,0
AC017083.3,0,1,2,1,0,0,0,0
AL159169.3,5,2,7,2,0,0,0,0
AC004908.3,8,4,2,3,0,1,0,3
AC107294.3,2,2,0,0,1,2,2,2
AC245008.1,0,0,0,0,0,0,0,0
AC069294.1,0,0,0,0,0,0,0,0
OR5B15P,0,0,0,0,0,0,0,0
LINC02712,0,0,0,1,1,0,0,1
AL136982.7,0,0,0,0,0,0,0,0
LINC02725,4,1,2,0,0,0,1,0
AL732292.2,2,5,0,1,0,5,2,1
AC004877.1,0,10,3,1,0,3,1,6
AC008738.7,0,0,0,0,0,0,0,0
OR13I1P,0,0,0,0,0,0,0,0
AL008582.1,1,2,0,1,0,4,0,0
AC004832.6,1,1,0,0,0,0,0,0
AC004951.4,1,2,1,1,0,2,2,5
AC004080.6,0,0,0,0,0,0,1,0
OR8S21P,1,0,0,0,0,0,0,0
AC108673.3,4,6,3,1,1,5,4,4
AC006946.3,2,12,0,0,0,1,2,2
AL645608.8,2,0,0,0,0,3,9,3
AC006023.3,3,6,2,1,0,2,0,0
AC133644.2,6,3,4,3,0,1,0,0
AC004067.1,8,9,11,17,0,4,3,5
AC006480.3,6,5,4,2,0,0,2,0
AC093788.1,23,28,27,13,3,1,1,1
AL139124.1,1,1,0,0,0,9,3,1
AL031666.3,30,22,21,15,1,0,1,0
AC112503.2,0,1,4,2,0,0,1,2
AC072039.2,0,3,3,0,0,0,2,0
AC064836.3,19,4,3,12,1,15,8,15
AC105265.2,4,1,1,0,0,0,0,0
AP000238.1,5,0,4,3,0,2,0,5
AC012510.1,2,2,2,1,0,1,5,9
AC112229.4,0,0,0,0,0,0,0,0
AC096733.3,24,0,22,9,3,92,80,108
BX649601.1,1,1,2,0,1,0,0,1
AL157392.4,0,6,0,10,0,2,2,2
AL133215.3,2,1,1,0,1,1,0,1
AL391069.3,0,1,0,0,0,0,0,0
AL354760.1,1,1,4,3,1,9,1,1
OR6R2P,0,1,0,0,0,0,0,0
AL139339.2,1,0,0,1,0,0,0,0
AC096992.2,12,41,15,2,5,6,6,11
AC104836.1,0,0,0,0,0,1,0,1
AC008264.2,11,51,10,18,1,1,3,4
AP000229.1,2,0,1,0,7,6,4,4
AC098479.1,1,1,2,0,0,1,1,0
,0,0,0,0,0,0,0,0
AL359198.2,0,0,0,0,0,0,0,0
AC087893.2,0,0,0,0,0,0,0,1
MIR6129,0,0,0,6,0,1,0,0
AL354809.1,2,3,2,5,0,0,0,0
CNTNAP3P1,0,0,0,0,0,0,0,0
AC022748.3,0,0,0,0,0,0,0,0
TBC1D3K,0,0,0,0,0,0,0,0
FOXD4L6,0,0,0,0,0,0,0,0
AC013727.3,0,0,0,0,0,0,0,0
AC241377.1,0,0,0,0,0,0,0,0
SPDYE8P,0,0,0,0,0,0,0,0
AL162274.1,3,15,9,3,0,0,12,3
AL139082.1,4,0,2,2,0,1,3,1
AC090772.4,1,2,1,1,0,0,0,2
,0,0,0,0,0,0,0,0
AC121758.4,0,0,0,0,0,0,0,0
AC009951.1,0,0,0,0,0,0,0,0
AGBL1,0,0,1,6,1,1,0,0
AL137060.1,0,0,0,0,0,0,0,0
H4C12,5,7,5,4,1,0,0,0
SNORA44,0,0,0,0,0,0,0,0
AC136604.4,2,0,0,0,0,0,1,0
AL354810.1,0,0,0,0,0,0,0,0
AC120498.8,0,0,0,0,3,1,0,0
AL136439.1,0,0,1,0,0,1,0,0
AC016597.3,0,0,1,2,0,0,0,0
,0,3,0,0,0,1,0,0
MIR6812,0,0,0,0,0,0,0,0
AC008781.2,2,5,0,0,0,0,0,0
AL512310.11,0,0,0,0,0,0,0,0
CWC25,855,199,78,594,40,510,572,643
AL691403.2,0,1,2,0,0,1,3,2
AL158209.1,0,0,0,0,0,0,0,0
REXO1L3P,0,0,0,0,0,0,0,0
AC131009.3,3,10,4,1,0,5,4,6
AC008432.1,0,0,0,0,0,0,0,0
AC007351.1,0,0,0,0,0,0,0,0
AC106873.2,0,0,0,0,0,0,0,0
AL590998.1,0,0,0,0,1,0,0,0
AC009283.1,41,10,34,118,1,20,31,46
AC087072.2,0,0,0,2,0,0,0,0
AC009093.5,0,0,0,0,1,0,0,0
AC096708.3,5,9,6,3,0,0,0,0
,0,0,0,0,0,1,0,1
OR10G1P,0,0,0,0,1,0,0,0
SNORA78,0,0,0,0,0,0,0,0
,1,12,0,0,0,1,1,1
AC008175.2,0,0,0,0,0,0,0,0
SMIM11B,4,3,1,0,0,0,0,0
AC245297.3,0,0,0,0,0,0,0,0
MIR7160,0,0,0,0,0,0,0,0
AC092106.2,0,0,0,0,0,0,0,0
AC106873.3,0,0,0,0,0,0,0,0
AL355377.1,7,1,4,25,1,3,0,1
AC211486.6,0,0,0,0,0,0,0,0
AL731571.1,32,56,16,24,4,165,186,140
AP001877.1,0,0,0,0,0,0,0,0
EPOP,176,141,112,353,33,674,694,1586
MIR6776,0,0,1,1,0,0,1,0
AC005562.2,0,0,0,0,0,0,0,0
RN7SL386P,0,0,0,0,0,0,0,0
ZNHIT3,114,179,143,101,46,192,146,136
AL137060.2,0,0,0,0,0,0,0,0
MIR6511A4,0,0,0,0,0,0,0,0
CU633980.1,0,0,0,0,0,0,0,0
AL135999.2,2,0,1,1,2,1,0,0
AL121832.2,3,4,5,1,7,26,8,12
AC098588.1,0,0,0,0,0,0,0,0
AC005045.1,0,0,0,0,0,0,0,0
MIR4726,0,0,0,2,0,0,0,0
AL354798.1,0,0,0,1,0,0,0,0
AL359265.3,0,0,1,0,0,0,0,0
AC079395.2,0,0,0,0,0,0,0,0
AL139260.2,0,0,0,0,0,0,0,0
AL512310.12,0,0,0,0,0,0,0,0
WBP1LP8,0,0,0,0,0,0,0,0
PPP1R26P2,0,0,0,0,0,0,0,0
AC215522.1,0,0,0,0,0,0,0,0
MIR8065,0,0,0,0,0,0,0,0
AC100793.4,0,0,0,0,0,4,3,5
AC020904.2,5,8,1,1,4,6,11,19
MIR6792,0,0,0,0,0,0,0,0
AC023509.4,0,0,0,0,0,0,0,0
AC108125.1,0,0,0,0,1,0,0,0
AC010776.3,0,0,0,0,1,0,0,0
AL136317.1,0,0,0,0,0,0,0,0
AC015819.1,4,0,3,3,0,2,2,0
AC021752.1,0,1,2,0,0,1,1,3
AL118556.3,7,8,8,7,1,0,0,0
AL049692.1,0,0,0,0,0,0,0,0
AC100757.1,0,0,4,4,0,2,1,2
AC009318.2,7,22,19,20,11,3,2,2
AC109583.3,0,1,1,1,0,0,0,0
AC004223.4,3,2,2,4,2,1,2,2
AC087284.1,21,23,36,47,3,3,1,2
LONRF2P5,0,0,0,0,0,0,0,0
C2orf27AP1,0,0,0,0,0,0,0,0
AC241952.1,0,0,0,0,0,0,0,0
CT45A7,0,0,0,0,0,0,0,0
MRPL57P1,0,0,0,0,0,0,0,0
MIR6760,0,0,0,0,0,0,0,0
AC109486.2,0,0,0,0,0,0,0,0
AC091271.1,12,3,11,22,7,3,6,3
H2BC14,99,83,42,229,2,2,0,0
AL596245.1,0,0,0,0,0,1,0,0
LHX1,0,0,175,1,3,0,0,0
AC024051.1,2,0,3,0,1,0,0,0
AC040975.2,4,3,3,1,3,0,0,0
AC005520.7,0,2,1,0,0,1,1,0
AL021997.2,0,0,0,0,0,2,0,1
AC092670.1,0,0,0,0,0,0,0,0
RN7SL343P,0,0,0,0,0,0,0,0
AL359547.2,0,0,0,0,0,0,0,0
AC091812.2,0,0,0,0,0,1,0,0
AC087385.3,0,0,0,0,0,0,0,0
AL139089.1,5,5,4,5,1,2,6,2
AC106782.4,1,0,0,0,1,7,0,0
AC055845.1,0,0,0,0,0,0,0,0
FP325311.1,0,0,0,0,0,0,0,0
AC007686.3,7,2,4,8,4,3,5,4
,0,0,2,1,0,0,0,0
AC007967.4,0,0,0,0,0,0,0,0
VN1R74P,0,0,0,0,0,0,0,0
AC011472.4,4,5,0,3,1,2,0,2
AC005258.1,0,0,0,0,0,0,0,0
AC244100.1,1,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0
MIR6075,1,3,0,0,0,0,0,0
AL022067.2,0,6,5,4,0,0,0,0
MIR6870,0,5,0,3,0,0,0,0
AC234791.1,0,0,0,0,0,0,0,0
AC022558.3,10,6,3,3,0,0,1,0
,19,9,4,7,3,24,23,6
CYFIP1,769,849,863,835,389,2087,2367,2557
AC091179.3,0,0,0,0,0,0,0,0
AC100756.3,0,0,0,0,0,0,0,0
MIR6790,0,0,0,0,0,0,0,0
AL117379.1,9,24,18,8,1,4,4,1
AC245041.1,0,0,1,0,0,0,0,4
VN1R76P,0,1,0,0,0,0,0,0
AC007318.3,4,12,0,12,2,6,3,4
AC024257.4,2,8,1,0,0,1,0,0
AL731566.1,0,0,0,0,0,0,0,0
RNVU1_29,16,20,11,24,0,0,0,0
U52112.1,0,1,0,0,1,0,0,0
AC024337.2,2,0,1,1,1,4,13,12
AC244107.2,0,0,0,0,0,0,0,0
MIR6126,0,0,0,0,0,0,0,0
CEACAM20,0,0,0,0,1,3,2,1
MIR6765,0,0,0,0,0,0,0,0
AC004510.1,0,0,0,0,0,0,0,0
AL136040.1,2,7,3,5,1,3,2,1
AL137058.2,0,0,1,1,0,0,0,2
AC020658.4,0,5,1,1,0,0,0,0
AC240504.2,0,0,0,0,0,0,0,0
AC007204.1,9,16,1,2,2,0,0,0
AC022898.2,60,0,6,4,2,6,1,2
BX322562.1,0,0,1,0,0,15,20,31
AL133445.2,15,18,22,18,2,15,4,2
AC119619.1,0,0,0,0,0,0,0,0
H2BC8,1100,1404,755,899,121,189,18,29
AC138932.5,0,0,0,0,0,0,0,0
AC083805.3,0,0,0,0,0,0,0,0
AL137847.3,0,0,0,0,0,0,0,0
BX640514.2,0,0,1,4,7,2,4,2
AC123788.2,0,0,0,0,0,0,0,0
AC005695.3,0,0,0,1,0,0,1,1
RN7SL673P,0,0,0,0,0,0,0,0
ENPP7P7,0,0,0,0,0,2,0,1
USP27X,24,9,26,11,10,36,50,85
AL096828.3,2,0,3,1,0,0,0,0
AC008033.3,16,10,11,2,1,0,2,0
FP700111.2,0,0,0,0,0,0,0,0
AL133227.1,4,0,7,5,0,0,3,3
AC007610.5,0,0,0,0,0,0,1,0
MIR7843,0,0,0,0,0,0,0,0
SNORD115_13,0,0,0,0,0,0,0,0
MIR6842,0,1,1,0,0,0,0,0
AC018755.4,4,1,3,7,3,0,1,0
AL096677.1,0,0,0,2,0,0,0,0
AF254983.1,0,0,0,0,0,0,0,0
TAF9,102,129,199,102,34,532,485,534
,0,0,0,0,0,0,0,0
AL139418.1,0,0,0,0,0,0,0,0
AP000552.4,0,0,0,0,0,0,0,0
SDR42E1P4,0,0,0,0,0,0,0,0
AC027088.4,0,1,0,0,0,0,0,1
AC023158.2,1,0,0,0,0,0,0,0
AC020658.5,0,0,2,0,0,0,0,0
AC140113.4,0,0,0,0,0,0,0,0
AC024581.2,0,3,0,0,0,0,0,0
AC010678.1,0,0,0,0,0,0,0,0
AL022315.2,0,0,1,0,0,2,3,0
AL138721.1,2,7,0,0,0,1,6,2
SLC25A15P4,0,0,0,0,0,0,0,0
MIR6859_2,0,0,0,0,0,0,0,0
AC019176.3,0,0,0,0,0,0,0,0
AC236972.3,0,0,0,0,2,0,0,0
MIR8066,1,1,0,0,0,0,0,0
AP003499.3,0,0,0,0,0,0,0,0
AL138690.2,0,0,0,0,0,0,0,0
FRMD6_AS1,16,3,6,5,4,5,2,4
AC034102.8,0,3,3,2,0,0,7,0
AL731566.2,23,41,25,19,2,3,9,4
AL133520.1,4,17,1,2,2,11,7,11
SLC20A1P2,0,0,1,0,0,0,0,0
AC211476.5,0,0,0,0,0,0,0,0
MIR6798,0,0,0,0,0,0,0,0
NOL12,8,22,12,12,11,32,26,8
CR848007.2,0,0,0,0,0,0,0,0
AC012313.9,0,1,0,1,0,1,3,0
AC022023.1,1,1,4,2,0,0,0,0
AC011297.1,0,0,0,0,0,0,0,0
CA15P2,0,0,0,0,0,0,0,0
AL049692.2,0,0,0,0,0,0,0,0
MIR8068,0,1,0,0,0,0,0,0
AC025750.4,0,1,0,0,0,0,0,0
AL450423.1,0,0,0,0,0,0,0,0
AC103858.2,1,1,2,0,0,1,0,0
AC104260.1,0,0,0,1,0,0,1,0
AC084757.4,0,4,0,1,0,0,0,0
AC211476.6,0,0,0,0,0,0,0,0
MIR6877,0,0,0,0,0,0,0,0
AL513485.1,0,6,0,1,1,0,0,0
,0,0,0,0,0,0,0,0
RN7SL722P,0,0,0,0,0,0,0,0
AC007351.2,0,0,0,0,0,0,0,0
MIR6853,0,0,0,0,0,0,0,0
RN7SL733P,1,0,0,0,0,0,0,0
AC020558.3,0,0,0,0,0,0,0,0
AC012306.3,2,0,0,0,0,1,0,2
AL031667.3,18,17,14,13,1,3,1,3
AC005632.5,0,0,1,0,0,1,0,0
AC113385.2,0,0,0,0,0,0,0,0
AC009560.1,6,0,2,1,1,2,0,0
AC004080.7,0,0,0,0,0,0,0,0
IGKV2_40,1,0,0,1,0,0,0,0
ENPP7P14,0,1,0,0,0,0,0,0
AL359454.1,0,0,0,0,0,0,0,0
AC243654.1,0,1,0,1,0,0,0,0
AC015978.1,0,0,0,0,0,0,0,0
AC009163.6,0,2,0,0,0,0,0,0
AC068722.2,0,0,0,0,0,4,6,4
AC025162.2,0,0,1,0,0,0,0,0
AC004386.3,0,0,0,0,0,0,0,0
AC007272.2,0,0,0,0,0,0,0,0
GOLGA6L1,0,0,0,0,0,0,0,0
AC005066.1,0,0,0,0,0,0,0,0
AL035450.1,1,1,0,0,0,0,0,0
AL592071.1,0,0,0,0,0,0,0,0
RN7SL106P,0,0,0,0,0,0,0,0
AC005746.3,2,2,0,0,2,0,0,0
H3C8,492,542,127,498,7,3,0,1
AL050318.1,1,1,0,0,0,0,0,1
AC121761.2,1,3,2,2,0,2,3,4
AL450472.3,0,0,0,0,0,0,0,0
AC022079.1,5,1,5,3,1,0,1,0
SDR42E1P1,0,0,0,0,0,0,0,0
AL355365.1,0,0,0,0,0,0,1,0
AL049794.1,0,3,2,0,1,4,0,0
RBM17P2,0,0,0,0,0,0,0,0
AL512506.1,7,5,3,9,0,0,1,0
AL135999.3,0,1,0,0,0,1,0,1
AP000446.2,0,1,0,0,0,0,1,0
AP001825.2,1,1,0,0,0,0,0,0
AL442635.1,10,4,0,1,6,0,3,0
AC006011.3,1,2,1,2,1,0,0,0
AL137073.1,1,5,3,4,0,1,0,0
RN7SL2,36199,30253,37907,33583,10070,100,41,25
AL136038.7,1,0,3,0,0,6,1,3
AC010173.2,2,0,0,0,0,0,0,0
AC239804.2,0,0,0,0,0,0,0,1
LINC01138,41,46,31,44,8,55,59,37
AC024909.1,22,2,7,17,2,7,9,6
AL121873.1,0,0,0,0,0,0,0,0
AL360169.2,3,11,2,2,3,1,1,0
AL590282.1,13,17,16,7,1,0,0,0
MIR3670_4,0,0,0,0,0,0,0,0
FAM27E3,2,1,1,0,0,1,1,3
AC009237.16,0,0,0,0,0,0,0,0
AC069209.1,0,3,7,0,0,0,3,0
AC092140.2,0,3,1,0,0,2,2,0
AC006539.3,0,0,0,0,0,0,0,0
MIR6813,1,0,0,0,0,0,0,0
AC007014.2,3,9,2,4,1,2,5,1
FAM230J,0,0,0,0,0,0,0,0
CU634019.1,0,0,0,0,0,0,0,0
INO80B_WBP1,0,1,0,0,0,5,1,4
AC005837.3,0,1,0,1,0,1,7,1
OR7E156P,0,0,0,0,0,0,0,0
MIR4727,0,0,0,0,0,0,0,0
AL354709.1,0,0,0,0,0,0,0,0
MIR6507,0,0,0,0,0,0,0,0
RNA5SP534,0,0,0,0,0,0,0,0
MIR6724_2,0,0,0,0,0,0,0,0
AC024051.2,0,0,0,0,0,0,0,0
AC040978.1,4,11,1,0,0,0,0,0
MIR6514,0,0,0,0,0,4,1,4
FP885919.1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0
CASTOR2,17,25,14,15,11,26,33,32
AP000769.3,0,0,0,0,0,0,0,0
AC009511.3,0,0,0,0,0,0,0,0
RN7SL539P,0,0,0,0,0,0,0,0
AC087477.7,0,0,0,0,0,0,0,0
AC005089.1,0,0,1,0,1,1,1,0
L29074.2,0,0,0,0,0,0,0,0
AL354821.1,0,0,0,0,0,0,0,0
SNORD1C,0,0,0,0,0,0,0,0
AC106739.1,2,0,1,0,1,4,8,9
AC009032.1,17,64,17,8,2,0,1,0
RNA5SP535,0,0,0,0,0,0,0,0
RN7SL787P,0,0,0,0,0,0,0,0
ABCB10P1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0
OR4M2,0,0,0,0,0,0,0,0
AC020910.5,4,2,2,2,4,9,11,8
AC084824.4,4,10,7,4,3,3,5,3
MIR6777,0,0,0,0,0,0,0,0
ALOX15P1,5,0,3,0,2,1,1,4
MIR6081,0,4,3,1,0,0,0,0
AC090132.2,1,0,0,0,1,0,0,0
AC007027.1,0,0,0,0,0,0,0,0
AL136171.1,0,1,0,0,0,0,0,0
AC074029.3,0,1,1,0,0,0,0,0
AC073418.1,0,0,0,0,0,0,0,0
AC027807.2,0,0,0,0,1,0,2,2
AC083849.2,0,0,0,0,0,0,0,0
MIR6774,0,1,1,0,0,0,0,0
AC073335.2,0,0,0,0,0,0,0,0
AC090164.2,1,0,0,0,0,0,0,0
AC072046.2,1,0,0,0,0,0,0,0
FADS2B,0,2,0,0,0,0,0,0
AC114781.5,0,0,0,0,0,0,0,0
AC008121.3,3,4,0,4,1,4,3,1
AL591471.1,0,0,0,0,0,0,0,0
AL133243.1,0,2,1,1,0,0,1,1
SNX18P1Y,0,0,0,0,0,0,0,0
RNA5SP439,0,0,0,0,0,0,0,0
AL031601.2,0,0,0,0,0,0,0,0
RN7SL585P,0,0,0,0,0,0,0,0
AL021937.5,0,0,0,0,0,0,0,0
MIR8071_1,0,0,0,0,0,0,0,0
AL035661.1,93,12,66,103,86,253,144,154
,0,0,0,0,0,0,0,0
AC004528.2,0,0,0,0,0,0,0,0
PRAMEF28P,0,0,0,0,0,0,0,0
NATD1,48,92,242,44,70,134,127,167
RBPJP2,0,0,0,0,0,0,0,0
H2AB1,0,0,0,0,0,0,0,0
AC011815.2,3,5,4,2,0,2,2,3
RN7SL248P,0,0,0,0,0,0,0,0
AC026333.4,0,5,2,1,0,1,0,0
FAM197Y4,0,0,0,0,0,0,0,0
AP003041.3,3,2,3,2,0,0,1,0
AC025521.1,1,1,0,2,0,0,0,0
AL109925.1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0
AL138689.1,13,11,4,13,0,11,27,18
AC092636.1,0,0,0,0,0,0,0,0
ANTXRL,2,0,2,0,0,3,5,5
RNVU1_27,16,24,35,86,5,7,1,4
SOCS7,526,506,183,722,99,289,487,744
AL365265.1,0,0,0,0,0,0,0,0
AC015912.3,2,1,2,4,0,5,7,1
AP005212.2,1,0,1,0,0,0,0,0
AC106028.4,0,2,0,2,0,2,3,3
AC087283.2,0,0,0,0,0,0,0,0
AC025588.4,0,0,0,0,0,0,0,0
AC009163.7,5,5,13,5,2,4,5,13
AP001065.3,0,1,0,0,1,0,6,3
TBC1D3H,0,0,0,0,0,0,0,0
AC073575.4,4,5,1,3,0,3,0,3
RNA5SP414,0,0,0,0,0,0,0,0
AC007351.3,0,0,0,0,0,0,0,0
AC134878.1,0,0,0,0,0,0,0,0
RN7SL818P,0,0,0,0,0,0,0,0
AC022106.1,0,0,1,1,0,0,0,0
AC097478.1,2,0,1,1,0,0,2,0
AL354976.1,5,8,0,0,0,0,0,0
AC243585.1,0,0,0,0,0,0,0,0
AJ011932.1,0,1,0,0,0,2,0,0
AP003419.2,0,5,3,8,1,2,1,0
GGTLC3,0,0,0,0,0,0,0,0
AC138649.1,0,3,0,1,0,0,0,0
AL391903.2,0,0,0,0,0,0,0,0
MIR6728,1,0,0,0,0,0,5,1
SYNGAP1_AS1,0,1,0,0,0,0,0,0
AL137078.2,0,0,0,0,1,0,0,0
MIR7702,0,0,1,0,0,0,0,0
