ID_REF,SRR1027183,SRR1027184,SRR1027185,SRR1027186,SRR1027187,SRR1027188,SRR1027189,SRR1027190
CUL7,307,743,341,268,301,585,683,642
CTNNA1,1119,1818,1030,1141,596,6412,8632,10023
PHKA2,209,312,453,180,236,541,498,470
CNTLN,166,186,100,72,43,88,178,237
EPHA3,26,64,48,31,25,44,111,124
HSPA5,1470,3409,2614,1201,1221,26920,24159,82639
DSG2,562,2449,314,401,261,1923,4827,4434
GEMIN8,71,46,131,62,57,301,203,157
OFD1,359,300,433,373,133,617,974,767
GPM6B,141,178,104,93,54,796,1368,1369
MAGEC2,2,0,1,0,3,0,0,0
PREX2,248,109,127,120,123,212,531,638
WDR37,220,272,227,136,73,318,389,435
YTHDC2,509,557,512,415,150,443,684,699
CTPS2,288,222,2799,310,162,441,368,372
ATP6V1H,373,609,188,297,98,700,604,629
POLR2B,975,1899,1701,996,366,1270,1406,1923
FAM214A,692,701,1277,1843,244,722,869,974
ARAP2,1017,563,1195,327,249,541,1192,1356
TPR,1477,3683,1663,1420,515,1326,1916,3153
CP,94,1043,563,167,24,3360,135,369
KIAA0556,201,247,191,139,133,289,341,412
DTNBP1,95,157,84,75,39,158,175,185
XK,6,15,23,21,14,26,28,25
ANO2,30,14,23,24,28,40,110,103
C12orf4,251,346,333,274,128,134,152,194
SCML1,193,64,118,44,36,398,518,585
WWC3,614,269,433,252,338,753,641,837
ARHGAP6,39,22,25,28,19,86,159,253
FAM184B,12,8,10,0,5,15,26,30
MAP4,1294,2302,1164,872,500,3343,4968,6535
GOPC,280,627,453,236,181,375,526,844
ROS1,10,2,4,0,0,0,0,0
USP28,301,388,304,167,98,214,290,276
HDAC9,200,119,370,389,241,82,204,113
TSPAN17,267,122,383,186,162,237,208,126
NOP16,70,120,86,55,23,587,477,601
CC2D2A,148,90,100,147,32,281,298,421
RRM2B,418,1394,504,427,410,358,447,496
ZNF800,423,802,423,557,159,452,752,1304
TNFRSF17,32,72,103,17,2,1,3,2
SNX29,421,314,485,253,204,283,518,745
LMO3,125,56,103,94,21,14,18,13
MRPS10,117,273,177,81,174,269,226,260
GUCA1A,1,0,1,0,1,1,0,1
RSF1,1022,750,772,694,287,475,1159,1756
VPS13D,1976,3232,3133,1484,1076,725,1046,1169
CELF2,938,238,646,331,148,212,650,1101
FAM120A,1088,1545,1241,852,507,2054,2234,3034
R3HDM1,327,822,311,192,60,358,307,353
COL9A2,24,107,65,27,53,385,185,242
KITLG,417,1135,625,252,382,928,741,1351
ERCC8,58,127,69,91,27,40,65,46
ADAMTS6,144,34,58,66,35,10,33,26
H6PD,393,402,425,322,236,696,909,1237
VAMP3,443,529,460,456,314,1082,1139,1368
PER3,215,100,122,241,39,287,247,973
UTS2,0,0,5,1,0,2,0,0
TNFRSF9,77,46,95,7,13,11,39,24
EPN3,606,47,146,821,53,92,51,53
LTBP1,558,1130,496,296,394,335,863,1329
RCN1,356,175,178,86,42,341,680,580
ELN,217,25,112,217,361,335,763,2989
RFC2,108,221,154,101,88,259,219,175
ARID1B,1551,2285,1424,1015,365,821,1632,2238
CLPTM1L,785,649,807,465,787,1023,900,834
NEDD4L,629,693,175,208,72,5546,6406,9712
FOXP3,41,6,20,8,4,17,13,11
PPP1R3F,23,6,23,18,34,58,63,39
HEXB,590,547,715,618,299,1272,1357,1357
PTCD2,80,192,125,120,20,68,72,74
NEXMIF,64,35,178,154,50,10,23,41
JKAMP,212,263,303,345,154,212,267,282
DKK3,165,125,95,98,101,915,1120,2292
ARHGEF5,28,57,22,8,13,474,393,877
NFE2L3,337,1051,429,286,278,140,220,112
MCUR1,186,698,190,127,213,582,570,658
LIMA1,1162,158,601,1097,452,2939,2983,5157
LETMD1,164,414,158,159,59,1132,873,941
SLC4A8,122,40,109,737,47,121,63,53
LAMC3,26,0,6,5,8,95,334,194
PTGER3,63,9,49,148,36,201,209,293
TNIP3,16,8,70,12,3,9,92,9
MAPK9,325,344,556,311,182,468,553,500
COL23A1,3,2,4,0,8,88,83,116
BCAR1,126,118,403,198,87,1701,2042,3263
FAM160A2,126,116,128,114,83,496,484,585
HERPUD1,1044,1414,1923,817,507,3928,6258,17297
HOMER3,25,106,34,40,70,190,177,166
RAD51,5,17,7,7,0,1,1,1
POLQ,236,851,493,117,37,6,30,10
PIK3CB,502,1479,641,398,122,379,447,525
CYBA,245,254,438,563,118,454,440,226
THOC3,10,11,20,7,5,13,4,8
HEBP2,286,364,422,544,170,773,1092,1302
MPHOSPH9,291,723,282,277,86,98,105,91
PLEKHA5,201,333,246,152,65,365,572,726
PRSS8,205,143,248,160,351,1847,5863,7795
SIKE1,432,842,431,318,192,191,326,414
RRP12,141,348,192,149,105,1048,1979,1660
FNIP2,873,374,429,427,146,417,1206,1740
MSMO1,395,220,301,298,709,2333,2538,2129
TTC17,719,1222,961,683,352,1211,1448,1508
ALX4,15,108,15,7,12,53,251,320
FSTL4,32,43,7,48,22,8,12,13
FOXN3,546,492,440,343,201,344,1158,1691
METTL24,9,0,5,2,5,4,35,17
AKR7A2,80,95,112,90,71,478,332,210
MRTO4,77,265,92,72,79,452,548,522
NNAT,14,35,10,18,3,55,30,35
USE1,22,91,37,20,21,236,192,138
MCF2L2,44,14,34,9,4,8,9,11
NRIP2,48,25,19,22,21,124,140,167
LAMA3,209,70,115,76,117,1810,4299,8297
AP5M1,323,364,417,548,149,303,383,300
ANAPC4,295,444,293,189,57,201,290,217
KCNQ1,22,14,27,18,13,152,50,72
TRAPPC3,220,242,229,156,145,804,611,430
THRAP3,1019,880,833,755,394,1421,2077,2299
PHPT1,48,60,83,68,41,534,307,196
ENTPD2,5,51,19,5,59,281,221,208
LY75,103,110,90,57,29,104,116,240
ARID4B,1300,1240,772,782,318,985,1486,2376
OPN3,25,39,24,130,82,92,125,104
SDCCAG8,172,730,213,253,103,308,307,299
PTPRN,4,1,0,3,2,18,143,43
HHAT,57,76,45,78,47,155,131,182
KIF1B,874,1590,1006,492,472,1232,2930,3053
FOXC1,42,929,49,17,26,794,626,1593
TBC1D22A,171,194,138,99,69,327,248,213
SYNE2,3589,5436,4511,3029,747,1430,3068,3226
PLEKHH1,45,245,100,70,22,260,331,341
ATP9A,740,3441,1044,849,540,651,749,1117
SPO11,0,0,0,0,0,0,0,0
CBLN4,1,7,0,4,19,7,9,3
CHRDL2,10,2,0,2,2,73,22,3
FAM168A,493,505,495,458,228,931,1086,1563
RELT,89,44,110,66,16,209,504,563
GALC,282,152,258,287,101,313,373,519
NOP58,490,1370,586,269,128,2039,1414,1384
SZRD1,427,478,593,279,300,1633,1750,1994
KCNH2,2,25,6,1,41,8,9,4
CUL1,547,1644,703,334,229,649,1104,1240
FAM114A2,167,168,211,204,67,164,188,267
CYFIP2,341,84,277,107,27,209,156,160
TAB2,780,1025,1672,556,351,2214,3002,4429
GINM1,149,153,358,123,161,517,805,814
EIF2AK2,1740,1814,1633,611,620,593,929,1021
AC022966.1,355,506,224,249,58,1105,2306,2123
KMT2C,2359,6671,2870,1969,639,1163,2812,2854
MCOLN3,34,16,81,34,19,55,49,81
CCDC85A,8,2,3,0,3,12,25,39
PUM2,2231,3143,2593,1356,979,1277,2716,3833
MRPL43,81,86,152,74,90,377,338,229
ITIH4,6,3,4,4,0,3,12,4
ITIH1,1,0,1,0,3,2,2,1
HPF1,69,116,79,52,31,102,78,80
ZFR,1229,2342,932,808,522,1236,1833,2491
ZNF280C,93,207,90,99,44,25,39,46
NPFFR2,1,61,0,1,0,15,29,6
PHF21B,1,1,1,3,1,10,22,22
TRAF1,349,126,274,78,54,338,623,276
RC3H2,1155,2428,1729,1089,507,416,1003,1307
IL17RB,66,407,98,49,25,254,171,143
TRAF3IP2,141,272,137,163,102,804,1186,1693
GYG2,101,57,91,45,98,59,45,30
DCBLD2,237,729,295,235,228,273,619,735
SERPINB3,0,0,0,0,0,0,0,0
SOAT1,434,955,539,509,246,293,494,614
PKP2,199,178,79,39,72,527,491,944
MSH4,9,14,29,61,1,2,2,1
F7,5,0,12,8,9,7,13,19
GDI2,1673,2805,2207,3928,1046,4346,4775,3268
PRDM1,403,547,865,264,136,351,1150,2934
ATG5,281,772,507,282,149,468,463,463
TMCC3,145,40,95,120,155,70,281,588
PITHD1,107,179,156,126,80,968,706,931
MTA3,412,278,356,238,171,571,489,444
USP13,249,841,286,85,54,236,406,596
ATP11B,1281,1757,1172,1115,246,504,1009,1449
LAMC2,284,899,46,206,109,4232,4740,5978
CDK14,416,345,503,354,95,244,444,543
SEC61A1,1626,3170,2571,1278,1399,3138,4774,4644
PPP1R12A,1322,1729,898,736,388,1032,1938,3158
RASGRF1,45,3,121,7,37,5,9,6
CAMK2B,5,2,6,0,16,169,168,87
CROCC,39,46,85,56,21,268,283,275
POLR3E,253,361,306,185,199,681,877,813
ATP2B4,1056,2814,1123,763,596,700,1555,1700
ZC3H11A,27,20,21,12,3,13,18,23
RIOK2,124,188,199,183,103,422,253,460
YIPF1,192,246,360,393,225,627,309,289
NDC1,470,1266,670,340,148,193,372,434
DGKG,24,29,19,26,2,17,24,33
FLYWCH1,64,60,86,57,74,320,447,712
UNKL,81,73,65,51,36,116,130,153
TBXAS1,158,137,148,161,31,59,85,55
PARP12,513,556,488,287,93,284,403,274
ALDH18A1,585,1556,1243,689,626,880,824,785
TARBP1,786,1749,759,247,263,621,911,667
GATB,102,130,74,81,47,168,143,105
MXD1,239,420,252,318,81,1207,2774,2621
CDK17,606,616,598,444,224,382,1095,1471
DNAJC25,54,132,86,58,28,163,156,206
SLC2A3,545,486,242,140,69,4617,6658,12133
PSD,10,6,4,4,11,64,82,66
CTDP1,135,154,117,122,57,215,368,495
YBX3,359,656,367,189,90,9372,6788,8353
STYK1,54,53,35,14,13,110,94,127
WNK1,2099,5641,2014,1321,780,1721,3505,5896
RPS17P5,0,0,0,0,1,0,0,0
CCAR1,567,910,632,496,207,964,1205,1505
OGFR,145,112,304,64,184,390,696,703
GNA15,44,72,84,11,12,537,435,325
CREB3L3,0,0,0,0,0,1,1,0
PIGV,69,63,74,84,48,164,141,157
PTPRU,72,50,192,47,133,152,380,421
SNRNP40,206,581,260,142,106,378,376,433
RIMBP2,5,0,8,1,5,8,8,32
COL11A1,134,980,616,1056,132,24,74,53
QSER1,1489,2038,1240,619,288,395,978,1264
MPC1,84,170,88,68,48,218,236,171
ACAA1,172,379,206,104,168,822,422,359
BCAT1,249,360,596,381,67,14,76,32
HDAC7,249,197,235,187,119,931,1382,1057
LZTS1,64,50,36,58,25,94,149,303
PRDM6,45,3,16,39,18,15,31,74
WNT8A,0,0,0,0,1,1,0,0
SPAG4,13,27,35,10,10,44,47,28
NCKAP1,1796,2997,1580,1482,863,2138,3389,4255
MRPS35,273,650,330,350,243,799,813,526
GUCY1B1,253,257,97,173,86,164,387,347
SFSWAP,268,370,260,207,37,615,1015,1370
TNK2,170,170,172,73,62,638,659,686
MON2,936,1366,1206,768,212,738,1101,1571
CDH3,183,1558,296,31,295,1751,2175,2257
ARSF,2,0,0,0,1,3,2,1
GPBP1,863,1006,1015,788,362,4567,3120,3249
DGAT2,57,139,75,21,90,30,22,17
ZNF112,62,267,51,91,28,30,24,39
CS,431,1132,532,637,158,1949,1798,1817
LTK,2,3,6,0,1,8,11,7
MRPS24,2,3,9,3,4,99,333,173
ELMO2,195,267,267,211,142,489,499,507
WAPL,949,1347,1062,651,509,1169,1722,3012
VMP1,6004,2831,5953,7131,1175,1770,5277,2709
APPBP2,530,653,909,1370,223,440,639,736
POLD1,96,100,103,51,41,222,240,124
SEZ6,15,7,13,15,4,2,2,3
EIF4B,870,1426,967,996,551,6830,7067,7261
SLC6A16,108,123,29,50,3,70,103,168
BICRA,36,14,20,32,9,113,216,282
SPHK2,48,21,38,41,7,140,104,98
RPL18,756,494,1069,1302,469,19266,14926,10692
CA11,5,1,6,1,10,203,194,224
ISOC2,55,50,97,63,52,174,188,109
U2AF2,351,385,495,430,196,2228,2268,2522
EPN1,393,131,278,349,90,949,841,865
MED29,110,127,157,161,110,857,655,999
AHRR,21,79,25,5,11,14,26,75
GSC2,0,0,0,0,0,0,0,0
ZNF275,253,372,394,165,122,232,228,384
MTMR1,391,546,458,226,150,379,585,605
GPC1,173,120,127,195,133,466,818,767
ADCK1,22,23,19,31,12,67,74,36
HAGH,62,50,76,46,67,350,230,186
RNF4,350,331,342,298,136,1284,967,1520
CASP8,354,291,342,138,135,189,225,207
LIMCH1,943,335,858,345,274,892,813,1536
INTS13,160,680,219,156,80,315,445,508
TM7SF3,331,485,286,320,192,595,515,353
DLX3,70,50,4,3,6,33,11,32
SPA17,16,23,36,17,15,95,41,61
TSPAN32,19,4,20,5,4,3,13,11
CCN5,29,4,31,57,45,112,176,157
DMRT3,13,0,4,0,6,46,35,54
ST3GAL6,85,300,127,79,50,47,140,63
ATP2C2,113,134,398,128,213,271,107,144
NGFR,66,39,13,32,25,1005,806,1581
CDON,119,428,64,72,41,183,490,467
TAF2,428,1604,971,373,183,579,674,1126
HIPK2,871,2660,1170,654,351,1037,1931,3046
TNPO3,489,1488,451,575,216,553,577,784
BORCS8_MEF2B,1,2,0,0,0,4,3,2
RFXANK,44,169,57,38,42,376,360,228
TMEM161A,41,123,60,28,45,279,225,189
LPAR2,29,70,16,66,12,154,181,121
CTSA,337,357,327,272,239,527,615,589
SUGP2,573,2240,592,399,167,1138,1271,1208
SLC12A2,3017,1430,1393,2017,958,1448,2223,3346
SNX24,45,63,73,70,11,74,74,67
EYA2,47,92,18,78,9,281,288,486
CNN2,412,457,211,234,310,2591,1880,2948
ABCA7,122,53,66,45,25,203,152,92
SNCAIP,40,6,25,26,22,67,99,140
DDX20,156,351,222,178,65,107,246,267
BTBD1,511,628,731,458,285,555,837,805
FAR2,132,108,198,651,156,186,145,137
BCAS1,43,11,763,170,111,109,25,82
POU1F1,0,0,4,5,1,3,3,2
CHI3L2,44,389,56,19,29,1367,1206,301
SBNO2,339,302,598,343,191,2404,2354,2956
PMS1,184,469,201,174,81,233,237,200
HMG20B,123,178,274,155,155,1402,1078,783
CALCRL,388,294,268,350,239,523,2289,3013
TAF11,119,355,118,68,107,228,257,275
ANKS1A,244,853,207,180,149,408,895,1109
AP3D1,642,669,639,393,268,1758,1675,1552
ZNF76,111,152,112,78,45,578,513,353
SLC9A3R2,32,44,126,70,188,688,543,631
NTHL1,25,38,46,16,31,97,73,52
UHRF1BP1,358,1018,840,375,307,196,310,415
GNAI3,916,1270,1022,1111,419,2068,2318,2763
IPO5,1246,2146,1246,1213,450,2770,3748,3290
OAT,534,2790,1823,426,584,3701,4366,3755
WDR3,388,1155,386,327,135,807,758,1325
PKN2,737,1207,885,683,255,602,1253,1755
WDR18,52,98,84,32,54,374,269,134
TRAM2,415,820,582,417,285,256,443,738
NTN1,17,77,18,41,52,204,523,312
GLP2R,0,0,1,0,2,5,2,2
MCM10,160,606,150,936,34,16,35,16
DGKA,435,117,242,132,53,221,311,279
ERBB3,769,1492,1420,902,687,1449,1982,1450
ROPN1,3,6,0,0,2,59,95,37
ANKRD44,891,277,820,338,139,76,130,154
KARS1,513,1544,2075,369,200,2438,2139,2054
ADAT1,186,222,456,153,120,227,264,205
PDIA5,111,265,189,75,73,258,322,395
TBC1D22B,75,161,61,48,30,438,612,742
NDUFB4,154,242,261,166,97,842,611,444
SPEN,973,1369,980,742,215,1761,3934,5245
MYLK,1225,1233,389,403,526,2828,3294,6340
ZC3H15,606,888,456,350,211,1224,1809,1869
MAP2K4,273,651,298,342,158,590,826,1132
PACC1,98,353,102,59,65,72,155,81
SNAP91,1,0,1,0,1,3,8,7
SLK,882,1853,1196,912,471,1126,2293,4095
CYB5R4,242,291,238,284,62,169,231,171
COL17A1,337,72,27,27,102,2000,1946,3378
GSTO2,22,18,144,65,61,364,318,304
SEC61A2,106,198,93,458,44,55,69,60
PRKCQ,91,25,87,20,11,37,28,17
TLE2,45,81,62,34,67,1025,649,896
ASB1,143,163,104,89,74,161,216,282
FAM107B,963,516,592,668,375,1918,1534,2943
ME1,103,252,109,131,17,71,54,57
TBC1D1,447,328,523,239,227,803,1216,1347
CDK13,819,1334,999,709,417,717,1050,1405
MTHFD2,603,1588,1436,426,693,1626,2187,2706
SLC9A7,692,1239,858,397,344,529,1275,951
FOXJ2,154,285,141,122,55,525,768,1581
YBX1,513,1119,488,283,117,3305,3004,2795
PDE4A,51,370,35,46,17,157,147,257
PPP2R5A,426,811,612,439,388,822,674,781
CTNNA2,21,0,2,2,1,1,2,2
ELAVL1,376,1181,473,270,183,820,1032,1065
TIE1,74,38,49,72,71,481,1075,997
DIP2B,1070,1527,959,998,553,521,844,1157
SMARCD1,234,445,264,198,110,546,657,609
KDM4A,180,323,145,139,53,188,260,289
NFYC,195,260,199,142,97,588,520,663
ZMYND12,11,1,15,15,5,37,26,27
SLC9A3,10,4,5,12,13,24,37,13
NGEF,14,13,36,3,7,41,19,41
ASPM,708,2146,829,590,111,17,48,5
CD84,736,352,756,302,188,18,34,43
ELOVL1,221,508,286,210,204,885,834,597
SPI1,90,31,131,86,33,46,75,35
ZNRD1,36,74,39,35,10,151,152,135
MPPED2,14,14,8,15,7,73,84,61
CLDN18,21,11,2,15,2,7,5,3
ZBTB11,427,681,540,346,157,1125,1125,1744
ATXN3,188,280,191,149,81,137,284,301
GOLGA5,327,557,444,500,288,589,625,799
FGFR2,63,725,41,17,21,276,413,638
LRRC40,207,272,256,164,60,185,278,237
ISOC1,99,287,181,239,79,365,420,478
EML1,89,106,183,40,52,86,266,293
TRMT11,168,478,176,186,52,169,256,167
THUMPD1,447,624,385,376,258,437,657,929
MSANTD3,79,121,83,83,53,231,358,395
KIF26A,16,12,36,14,22,77,123,125
ATG2B,705,853,758,613,186,406,675,721
ARFGEF1,1864,3132,1459,1416,930,834,1353,1705
ACSM2B,0,0,0,0,0,0,0,1
ZFAT,142,357,169,94,32,89,149,178
MTFR1,401,859,377,301,258,203,403,308
STAG3,38,65,38,14,9,11,28,45
FECH,219,207,214,135,96,174,236,189
MYO9A,1101,1139,850,1089,276,401,843,1234
DDX3Y,0,0,0,0,0,0,0,0
PFKP,121,195,359,97,48,890,1595,2122
IDI1,382,412,577,567,220,1319,1418,892
SP100,911,440,771,379,188,728,1280,1273
KLF6,1496,896,1007,1033,771,10177,40625,47623
PLPP1,113,83,60,97,76,564,963,1612
NEO1,256,301,413,223,153,780,1325,1800
TRAM1,1338,3117,2255,1467,2150,2268,3385,3130
PHKA1,285,510,244,283,144,266,305,310
TNFRSF1A,328,324,294,305,310,1512,2342,3032
CACNB1,56,60,14,11,12,105,140,227
EVI5,291,483,419,250,92,209,351,527
STOML1,26,39,41,33,25,69,98,73
PKM,2545,2922,4057,1667,2432,11016,8265,8191
DHX29,262,517,317,326,74,542,448,557
DNTTIP2,254,600,358,257,113,3778,2181,3851
METTL22,111,94,58,65,23,123,160,89
TP53BP1,548,1068,673,388,273,601,917,1085
TRO,30,12,26,40,25,183,391,286
RRP15,225,490,164,128,160,210,317,378
RHOA,2207,2812,2603,2507,1163,8932,7674,7480
DHX8,2740,567,396,2478,206,490,669,848
PMS2P4,2,10,5,3,2,28,12,11
PRKCZ,41,51,40,47,55,221,160,169
ZFY,1,0,0,0,0,0,0,0
IARS2,942,1896,693,481,312,953,994,1011
SYT1,119,2,34,85,31,33,95,97
NAV3,86,27,33,34,45,116,153,316
IDH3G,107,176,198,121,98,960,664,652
ROGDI,17,11,23,22,14,125,107,59
PDZD4,19,0,17,2,20,98,148,138
ATP2B3,1,3,26,1,11,1,0,2
ROCK1,940,1049,1146,850,287,577,1045,1630
CBFB,552,1147,776,444,248,547,931,1460
PDK3,361,4618,598,118,170,268,163,133
HYAL2,86,96,115,107,123,168,476,370
HDAC4,191,218,169,186,43,172,276,453
RASSF1,89,119,100,71,76,1046,1294,1446
FGFR3,9,16,134,112,34,56,44,137
IFI35,77,45,123,35,35,312,146,123
HEATR6,153,254,406,198,54,76,121,91
COASY,110,91,154,90,80,1246,632,566
PLEKHH3,52,54,37,44,65,560,554,518
MEF2A,611,814,702,551,310,661,1704,2496
OTUD5,188,95,197,97,119,832,998,1214
TFE3,117,49,109,88,45,1288,1296,1661
TBC1D25,50,36,42,48,21,310,583,531
ACSL4,555,675,657,301,217,970,1510,1981
INPP5A,106,217,151,114,121,154,321,289
GPKOW,61,66,98,72,71,211,254,242
GRIPAP1,185,91,187,96,102,487,493,557
FTSJ1,84,74,78,59,63,335,325,264
PRR11,78,234,275,45,29,29,71,25
REEP1,25,1,72,47,126,47,38,44
ATP11A,303,164,462,174,28,260,807,867
POLR1A,480,825,608,484,198,339,578,563
LAPTM4A,1312,1898,1454,1372,1878,5083,5069,5442
TTC7A,204,202,200,120,72,382,393,523
IP6K2,265,360,275,225,121,1733,1704,2148
STON1_GTF2A1L,3,1,1,0,1,0,1,1
SRBD1,264,347,388,171,128,139,139,207
KIF2A,531,654,505,398,130,261,560,637
RASGRP2,73,7,25,12,25,70,76,65
PSME4,2338,3485,2543,1196,744,2290,5600,5029
IFT80,113,157,140,64,46,81,147,157
SIRT2,116,116,188,189,92,759,847,833
ERLEC1,408,737,835,275,508,438,637,612
PPP2R5B,51,31,78,24,52,340,496,335
PYGM,11,4,2,2,3,166,98,77
PAGE1,0,0,0,0,0,0,0,0
PITX1,17,62,95,38,102,19,17,5
TRPC7,0,0,0,0,1,0,0,0
MAST4,379,134,279,346,107,1473,1702,3796
ADGRF5,236,304,162,217,95,724,1771,3336
SDK2,59,16,69,11,36,107,108,114
ADAM7,0,0,0,0,0,0,0,0
NUP133,1032,1599,621,440,331,582,601,682
NUCKS1,3866,10820,3512,3754,1897,2675,3665,4799
VPS35,996,2629,915,1729,598,1533,1745,1807
DNAJA2,283,770,291,334,206,1084,1498,1708
BCL3,49,69,73,102,27,2460,1404,1948
KCNAB2,197,99,199,121,41,80,123,104
ABCC9,263,228,171,218,99,125,379,693
GAL,4,151,0,1,2,23,23,24
CLEC2D,534,337,404,207,50,65,106,83
FUNDC1,106,60,93,69,29,87,69,76
MAOB,72,210,8,8,31,1056,387,804
RORA,1584,237,657,352,145,261,1028,1291
DRD4,2,0,1,0,0,5,8,0
TGFBR3,401,476,137,264,147,1117,2593,3868
PLA2G10,0,1,1,5,0,8,8,8
HES2,7,5,6,4,12,22,14,14
ATP1B3,341,606,437,208,149,1436,2201,2189
NEDD4,642,147,399,196,202,172,282,514
PIGB,82,79,118,98,25,131,135,91
MAPK6,821,576,535,501,270,907,1864,2308
GNB5,165,56,65,47,47,412,450,640
RAB27A,191,186,290,146,57,378,298,529
HDHD5,93,214,117,83,64,301,349,182
UFD1,226,425,235,217,164,534,491,418
LRP6,538,2470,449,661,321,602,2490,1936
GUCY2C,35,94,9,32,1,9,13,9
SCT,1,2,1,2,3,0,1,1
PHRF1,161,168,161,144,119,446,895,1145
ELP1,484,705,664,471,186,586,547,544
NUCB2,235,460,512,339,390,1527,931,1103
PFN2,554,202,280,161,378,898,699,511
PTPN3,228,398,395,275,261,284,258,285
SPTB,5,5,9,15,6,18,24,33
DAPP1,193,105,284,123,71,172,828,488
FGF10,26,0,7,4,9,84,224,255
SLC44A1,1036,1878,910,873,366,1303,1126,1785
TMEM260,221,303,202,212,63,174,167,223
SMG6,152,263,126,115,41,293,362,584
EXOC5,525,754,672,619,213,353,715,764
CLTCL1,23,155,27,37,15,37,57,50
FGF22,0,0,1,1,0,6,3,3
FSTL3,29,13,18,35,62,253,563,491
DGCR2,448,300,250,274,218,724,1051,1230
RNF126,33,25,58,25,19,597,828,816
MNT,56,66,33,44,13,159,376,569
ZXDC,199,313,287,185,47,231,395,510
JMJD6,60,87,57,66,14,2745,1312,2014
POLB,188,358,96,159,65,358,230,230
ST6GALNAC1,36,4,24,21,5,9,12,40
WIPI1,146,175,255,67,271,393,500,462
FRMPD1,5,10,2,2,6,11,11,12
GBA2,288,435,193,321,98,1239,1112,1061
NDST1,532,761,702,574,377,1124,1763,1676
ASNS,16,20,6,4,2,27,53,24
AP3M2,218,498,139,188,101,120,173,200
CNGB1,1,4,8,0,7,1,1,4
ST6GALNAC2,11,6,11,146,5,87,56,53
CHAT,0,0,0,0,0,0,0,0
PABPC1,9335,41439,3153,2449,2166,26238,24990,31371
TESK2,69,113,94,49,13,239,332,198
CFAP20,98,261,127,112,81,459,357,606
CSNK2A2,471,1347,440,323,202,963,1369,1617
PTPN21,118,61,102,87,62,369,555,828
EIF2B3,111,367,167,152,70,495,344,311
CAMK2A,7,0,0,4,3,6,14,9
TCOF1,164,317,205,161,76,459,696,848
CDC42,41,46,35,31,7,56,81,48
OSBPL3,342,595,470,204,68,246,241,294
EPHA8,0,1,0,0,0,1,3,6
SLC12A3,21,1,14,8,6,0,3,1
RAD18,259,833,280,162,99,240,281,299
ATP2B1,1221,1020,633,700,322,752,1145,1679
TRPM5,2,0,0,0,1,21,23,12
NCK2,224,240,180,111,90,617,1311,1232
MAP4K4,1201,2589,1383,467,362,1398,2460,3817
MGAT4A,2564,658,1696,1944,1559,566,622,1012
RPL31,1014,1180,2030,877,516,7201,9152,4320
WDR1,1618,1197,1275,1070,720,4712,5762,5171
SNX13,844,836,1050,751,359,281,503,500
MS4A12,0,0,0,0,0,0,0,0
ARHGAP10,460,258,310,165,85,273,581,604
RPS6KA2,212,50,131,144,169,558,529,810
ING3,100,170,109,103,24,151,202,181
VASH1,114,83,161,154,68,73,165,167
LMCD1,245,169,246,149,111,1595,1458,1858
BUD23,147,345,142,229,128,1403,1216,1151
SEL1L,1166,2450,2232,1377,423,910,1863,2663
TRIP13,271,457,187,79,86,54,59,40
ATP6AP1,564,414,377,594,525,1966,1466,1439
TCF3,291,511,581,295,248,516,1009,1026
TRIB2,240,717,493,292,239,1056,985,1241
DAZAP1,278,455,392,207,131,1115,1475,1227
MBD3,102,113,183,71,81,346,639,481
PRLH,0,0,0,0,0,1,0,0
HLTF,731,2098,702,865,173,301,387,422
FAM50A,104,54,88,63,97,669,470,429
FAM3A,65,101,84,67,74,513,443,245
CPSF1,159,732,204,159,75,1553,1328,589
MYO3B,6,17,9,7,5,11,7,8
CYBRD1,1173,334,559,1150,797,3716,4075,6948
CDH19,1,844,2,0,2,7,9,10
PDCD2,221,365,305,345,69,421,474,310
SLC6A15,1,1,27,0,1,15,14,1
RDH11,171,243,252,178,169,823,732,498
PRKACA,209,424,261,138,147,882,743,962
ADGRL1,190,603,204,110,177,450,917,1052
SPP2,0,0,0,0,0,0,0,0
ACTN1,905,1617,786,802,453,5225,10325,13279
ZFYVE26,525,591,507,543,176,234,403,452
RPS6KA6,79,30,5,162,43,59,96,87
EPN2,164,249,305,168,116,270,441,477
PTPN18,224,74,258,126,121,1092,737,628
LIMS2,30,14,10,17,20,512,496,795
ASIC4,3,1,0,1,3,9,7,4
SPEG,36,114,16,3,59,342,434,358
LNX1,136,64,122,120,40,346,385,357
ALDH3A2,188,438,520,129,131,524,483,597
TFRC,2365,3437,6676,1033,1356,2251,2647,4937
SREBF1,330,382,739,1245,312,1477,1184,1104
TRPC5,11,1,6,16,0,1,1,0
AFF4,1669,2210,1710,2098,905,2432,6198,9063
UBE2D1,129,210,179,184,98,312,445,620
MPP5,306,632,339,401,148,730,1352,1612
RHOBTB1,125,88,95,247,119,135,173,223
SMC1A,1200,4791,1376,758,364,1033,1410,2235
HSD17B10,117,891,166,82,136,958,537,485
MARK2,437,332,695,355,350,739,1040,1493
HMMR,100,237,227,140,54,27,58,11
CHFR,232,252,256,201,119,211,282,215
TRHDE,3,0,2,5,0,0,1,0
P4HA2,110,252,95,161,125,637,477,588
FCGR2B,61,60,79,52,42,10,7,5
NFATC3,402,769,539,395,115,329,258,555
TRNT1,175,393,207,136,39,145,158,161
ACADVL,577,1089,904,506,832,6677,7680,4770
