ID_REF,SRR1027177,SRR1027178,SRR1027179,SRR1027180,SRR1027181,SRR1027182,SRR1027188,SRR1027189,SRR1027190
AL590560.2,24,23,14,19,21,11,10,8,6
CBX3P4,0,2,3,0,0,1,0,1,0
,0,1,2,1,6,0,0,0,0
AP002770.1,0,0,0,0,0,0,0,0,0
AP000619.2,0,0,1,1,1,0,0,0,0
MRPL40P1,3,7,3,0,0,0,0,0,0
LINC02446,10,2,0,1,2,0,1,0,6
PAPPA_AS1,0,0,0,0,0,0,0,0,0
AP001858.2,0,1,2,1,1,0,2,0,0
CTSO,422,374,366,499,404,223,562,650,855
AC026333.2,0,0,0,0,0,0,0,0,0
MTRNR2L10,5,16,17,5,12,5,1,0,0
AL583722.1,7,0,0,2,3,4,1,1,2
COA8,185,49,45,68,64,39,108,131,100
AC087257.2,0,4,10,6,11,5,7,1,4
TRAPPC2B,51,11,23,17,39,23,64,38,58
DNAAF4,13,8,7,8,8,6,7,2,4
AC063926.1,0,0,0,0,0,0,0,0,0
A2MP1,4,4,11,7,6,10,2,4,1
AC016956.1,0,4,1,0,0,0,0,0,0
AC084291.1,0,3,1,0,4,0,0,0,0
AC078889.1,2,0,0,1,0,0,0,0,1
URB1_AS1,33,41,14,10,48,19,40,13,20
AC008033.1,2,0,1,1,1,2,0,0,0
LINC02442,0,0,0,2,1,0,0,0,0
AC092451.2,1,0,0,0,1,0,0,0,0
AC243972.2,1,0,1,2,2,0,0,1,0
AC090673.1,0,0,1,1,0,0,0,1,1
AC092112.1,0,0,0,1,0,2,1,0,0
AC130404.1,0,0,0,1,2,0,0,0,0
ZNF432,254,407,243,208,174,95,117,154,127
MTRF1LP1,5,1,1,1,1,0,0,2,1
SBNO1_AS1,5,10,11,12,13,3,15,14,3
AC122688.1,0,1,0,0,1,0,0,0,0
AP002392.1,0,0,0,0,0,0,0,0,0
AP000721.1,0,0,0,0,0,0,0,0,0
AC092745.1,0,0,0,1,0,1,0,0,0
ATP5MFP5,3,1,2,2,1,1,1,0,1
AC135586.1,2,1,1,2,2,0,3,1,4
LINC02443,5,4,4,6,7,2,0,0,0
AP001453.2,2,2,1,1,0,0,3,0,3
SOX5_AS1,0,3,0,7,0,4,0,0,0
LINC01152,5,9,12,17,15,4,22,60,18
AC005868.1,0,0,0,0,0,0,0,0,0
LINC00944,3,4,2,2,3,0,2,2,3
EGLN3P1,1,6,2,3,4,8,0,0,0
AC092865.2,0,0,0,0,0,0,0,0,0
AC117373.1,0,0,2,0,1,0,0,0,0
ZKSCAN7P1,1,0,0,1,0,0,0,0,0
AC007637.1,5,10,11,5,21,21,7,2,9
AC006206.1,2,12,4,2,5,0,0,0,0
AP000763.2,1,0,0,3,1,0,0,1,0
AC087863.2,1,0,1,0,1,0,0,0,0
ITFG2_AS1,0,0,0,0,0,0,0,0,0
ADGRD1_AS1,0,2,5,6,5,0,1,0,0
AC027290.2,0,0,0,0,0,0,0,0,0
LINC02598,1,0,0,1,0,0,0,0,0
AC011604.1,0,1,0,0,0,0,0,0,0
AC022080.4,1,1,0,1,0,0,0,0,0
SMLR1,10,3,3,9,7,1,1,2,0
LINC02571,0,4,4,0,2,16,1,0,0
ATF4P4,1,1,2,1,2,0,4,5,0
GCSHP4,0,0,0,1,1,0,0,0,0
LINC02420,1,3,2,5,0,1,0,0,0
AC024940.4,0,0,1,2,2,2,0,0,0
AP001880.1,3,1,1,1,1,1,0,0,0
AC055720.2,0,5,9,2,6,12,6,5,6
TAS2R30,8,17,22,20,18,13,1,1,0
AP003717.2,2,1,1,3,5,0,0,0,0
AC012158.2,0,0,0,0,0,0,0,0,0
LINC00507,2,0,0,2,1,0,0,1,0
AP002518.1,1,4,3,9,1,1,0,4,2
AP003721.1,0,1,0,1,0,0,1,1,0
TSPAN9_IT1,0,1,2,4,1,3,1,1,0
AC078962.3,0,1,0,0,0,0,0,0,1
AC073862.1,0,0,0,0,0,0,0,0,0
AC018523.2,0,0,0,0,0,0,0,1,0
AC073578.1,0,0,1,0,0,0,0,0,0
AC005255.1,0,0,0,0,0,0,0,0,0
AC023512.1,13,19,6,5,14,10,16,13,8
AC007848.2,0,4,1,0,6,0,2,0,0
AP003037.1,0,0,0,0,0,0,0,0,0
AC244502.2,1,0,0,0,0,1,0,0,0
MTRNR2L3,6,117,454,4,380,2,0,0,0
ZNF10,35,25,45,69,67,65,198,185,276
AC092747.1,0,2,3,0,1,0,1,0,0
ZNF486,703,678,312,276,300,163,97,117,178
LINC02387,2,2,0,1,2,0,1,0,0
AC022509.2,1,3,5,3,9,10,5,6,8
SMIM3,158,88,118,130,164,96,455,581,641
AC007450.1,0,2,1,0,0,1,0,0,0
SUPT16HP1,17,16,11,18,12,10,3,2,3
RPL7AP3,0,1,1,1,2,0,0,1,0
AC026333.3,0,1,0,0,0,0,1,2,0
AC073912.2,1,0,0,4,1,3,0,4,0
AP000619.3,0,0,1,1,1,0,0,0,0
AC019209.1,0,0,0,0,0,0,0,0,0
CACNA1C_IT2,0,0,0,0,0,0,0,0,0
AC117500.3,2,0,0,1,1,2,0,0,0
LINC02425,0,1,1,0,1,0,0,0,0
USP30_AS1,3,3,5,2,8,5,1,3,1
DDX11L8,0,0,0,0,3,0,0,0,0
LINC02454,2,2,3,4,2,0,0,1,1
HMBS,259,62,66,88,128,59,185,119,45
CACNA1C_AS2,4,3,1,4,5,4,3,3,1
AC022511.1,0,1,0,1,0,0,0,0,0
TAS2R64P,0,13,4,11,4,14,0,1,0
AC048382.1,3,6,4,1,2,2,1,0,2
AP006289.1,2,1,0,2,1,0,0,0,0
AP003174.2,0,0,0,1,0,0,0,0,0
AC112694.1,4,10,13,13,8,7,2,0,1
METTL8P1,4,0,1,2,1,1,0,1,0
OSBPL9P5,0,0,1,0,0,0,0,0,0
AC078878.2,0,1,1,0,1,0,0,0,0
LINC02398,0,1,0,3,0,0,0,3,0
LINC02617,2,1,0,0,1,0,0,0,0
LINC02376,0,0,1,0,1,0,0,0,0
AC135279.3,14,14,15,0,13,8,1,3,1
AC021092.2,108,115,158,84,101,58,18,9,27
AC135388.1,2,0,3,2,7,0,0,0,0
AC073912.3,0,0,0,6,0,1,0,1,0
AC007527.1,0,0,0,1,0,0,0,0,0
NDUFA5P6,0,1,0,0,0,0,0,0,0
AC084880.2,0,1,0,1,2,0,0,0,0
AC138466.1,0,0,0,0,0,0,2,0,1
AC078962.4,2,3,3,0,5,0,0,0,0
AP000462.2,5,6,5,9,4,0,0,0,0
AC087235.2,0,0,0,4,3,1,0,0,0
AC025423.1,7,1,7,8,5,7,1,2,2
NIFKP3,0,2,3,0,0,0,0,0,0
RPL41P2,5,1,1,0,2,0,3,2,1
AC007655.1,0,3,2,1,0,0,0,0,0
ABCC6P1,0,0,0,2,1,0,0,0,0
AP006333.2,0,0,0,0,0,0,0,0,0
AC095350.1,6,9,6,3,9,3,0,0,0
AC092470.1,0,0,0,0,0,1,0,0,0
OR8R1P,2,3,1,0,3,0,0,0,0
AP002748.5,0,0,0,0,0,0,0,0,0
AC243972.3,0,0,0,0,1,0,0,0,0
AC007834.2,2,0,3,0,2,0,0,1,0
AC087258.1,0,0,0,0,0,0,0,0,0
NTAN1P3,1,5,0,3,0,0,0,0,0
HSPA8P5,1,2,2,1,4,0,1,1,2
AL132708.1,0,4,1,0,0,0,2,0,2
RPL31P57,0,0,0,0,1,0,1,0,0
AC027544.1,4,2,2,2,9,2,1,1,0
LINC02375,0,1,0,0,0,0,0,0,0
AC069234.2,0,0,0,0,0,0,0,0,0
LRRC34P1,1,0,2,0,1,0,0,1,0
AC023050.3,0,1,0,0,0,0,0,0,0
PPIAL4D,0,0,0,0,0,0,0,0,0
AC009509.2,3,2,4,2,1,0,10,3,6
AC008011.1,0,1,0,1,0,0,0,0,0
TRAV8_5,1,0,1,0,0,0,14,0,2
AC005832.1,1,1,2,2,3,0,0,0,0
UBE2NP1,1,0,0,1,0,0,0,0,0
AC048352.1,0,0,3,0,0,0,0,0,0
RPL41P5,2,1,1,0,2,0,28,29,12
ASIC5,2,1,10,2,6,0,0,0,0
AC079866.1,4,10,11,7,5,7,3,1,0
AC018630.1,0,1,1,0,0,0,0,0,0
AP003785.1,0,2,2,4,3,1,0,0,0
AL357673.1,3,1,3,3,1,4,0,0,1
AC006206.2,1,4,5,2,9,2,4,0,1
OSBPL9P4,2,4,7,3,5,2,0,0,0
LINC02552,0,0,1,0,4,0,0,0,0
LINC02414,0,1,3,2,5,0,0,0,0
AC010175.1,4,2,4,1,2,4,2,3,1
AC005840.2,5,5,3,6,4,2,11,15,37
TAS2R31,8,17,20,9,9,10,2,3,2
AC019209.2,0,0,0,0,2,0,0,0,0
AP001888.1,0,0,1,0,1,0,0,0,0
AC010186.1,0,4,7,0,1,1,0,0,0
AP003559.1,3,1,9,1,12,28,8,7,8
AP000763.3,2,0,0,0,0,0,2,1,2
AC007552.1,1,3,0,3,0,1,0,0,0
AP003170.3,4,1,0,1,2,0,1,2,0
DND1,0,0,0,0,0,0,0,0,0
AC080075.1,2,2,4,1,0,1,2,2,0
AL732437.1,0,0,0,0,0,0,0,0,0
SALL3,2,2,4,5,6,1,2,0,0
YWHABP2,4,3,2,6,1,4,3,2,3
AC023050.4,0,0,1,0,0,0,0,0,0
AP002383.2,0,0,2,0,1,0,0,0,0
AC087260.1,1,0,0,2,0,1,0,1,0
TRAV11,0,0,0,1,1,0,0,0,0
AC018653.2,0,1,0,0,0,0,0,0,0
AP006333.3,1,4,2,2,2,3,0,0,0
AC023796.2,1,0,0,3,0,0,0,1,0
AC140118.1,0,1,1,0,0,0,0,0,0
LINC02825,0,1,0,0,2,1,0,0,0
AC073913.1,0,1,0,0,0,0,0,0,0
LINC02468,1,0,0,0,0,0,0,0,0
AL139300.1,0,0,0,0,0,0,1,0,0
AC073913.2,1,0,0,0,0,0,0,0,0
AC009509.3,0,0,0,0,0,0,1,1,0
MRGPRF_AS1,8,5,10,11,9,4,2,5,2
AC009511.1,0,0,0,0,0,0,0,0,0
AC022081.1,0,0,1,1,2,0,0,0,0
AP003419.1,0,0,0,0,0,0,0,0,0
AP000812.3,4,6,3,2,4,0,0,0,0
POLG2,198,119,170,66,122,53,230,247,151
AP002373.2,2,4,1,10,1,3,0,1,1
SMIM10L1,149,200,159,115,176,117,120,136,116
AC046130.3,1,1,3,2,3,2,0,0,1
AC007406.3,7,6,4,0,10,4,4,8,3
AC148477.2,1,0,0,2,0,0,0,1,0
AC156455.1,8,10,13,10,22,3,7,5,4
LINC02369,2,0,2,4,7,1,0,0,0
AC092745.2,0,1,2,0,1,7,2,1,1
TRAV1_2,4,0,0,2,2,0,0,0,1
AC009509.4,1,2,2,6,0,3,0,0,0
LINC01486,3,0,2,3,3,1,0,0,0
NANOGNBP2,1,0,0,2,0,2,0,0,0
AC007552.2,2,4,3,6,1,2,2,0,0
AL049650.2,0,0,0,0,0,0,1,0,0
AP002761.2,0,0,2,0,1,0,0,0,0
AC069234.3,0,0,0,0,0,0,0,0,0
AC079866.2,2,8,9,4,6,2,0,0,0
OR13A1,0,2,2,5,4,2,0,1,2
LINC02361,5,5,5,5,5,0,3,3,2
AC007406.4,2,1,0,1,1,0,0,0,0
NLRP9P1,0,1,0,0,2,1,0,0,0
LINC02390,0,2,2,2,0,2,0,0,0
AC027544.2,3,4,3,4,5,1,0,0,0
ENPP7P5,1,0,1,1,3,3,1,0,0
TRDV3,0,0,0,2,1,0,0,1,1
AP003108.2,48,21,19,19,17,5,6,11,2
AC010186.2,33,35,37,35,28,21,12,23,19
AC026358.1,0,3,10,4,4,3,1,2,0
LINC02393,1,1,2,2,3,0,0,0,0
AP003170.4,0,2,1,1,0,0,1,1,0
AC084880.3,0,1,1,0,1,3,5,0,1
CYP2B7P,804,217,558,18,395,120,134,50,89
AK6P1,0,0,0,1,0,0,0,0,0
AC010197.1,0,0,0,1,1,0,0,3,0
AP002414.2,5,26,10,17,9,3,4,11,22
MTRNR2L1,29,2136,7782,13,7039,12,0,0,0
AC092747.2,1,3,4,4,6,1,0,1,1
AC024224.1,0,1,0,0,1,1,0,1,0
AC073651.2,1,1,0,1,2,0,0,0,0
ZBTB11_AS1,31,13,18,12,27,17,24,23,17
AC090424.1,0,0,0,0,1,1,0,0,0
AC135586.2,0,0,0,0,0,0,1,1,0
AP005019.1,1,0,2,0,3,1,1,3,5
LINC01965,3,3,3,0,2,0,0,0,0
AC023051.2,1,3,3,0,2,15,0,0,0
LINC00273,1,2,2,0,2,0,0,0,0
LINC02441,0,0,2,1,2,0,0,0,0
AC010132.3,0,0,0,0,0,1,15,0,2
RERG_IT1,2,8,2,4,5,13,0,2,0
AC006518.1,1,6,4,3,1,1,0,0,0
AC005906.2,6,14,20,18,23,12,4,30,24
AC244131.1,0,2,1,6,0,0,0,0,0
AC008115.1,0,0,0,1,1,0,0,0,0
LINC02368,5,4,4,2,2,0,0,0,0
CLEC12B,0,2,1,0,2,0,2,7,1
A2ML1_AS1,0,0,2,0,0,0,0,0,0
AC112777.1,6,12,2,1,4,4,0,2,0
AC025423.2,0,0,0,0,0,0,0,0,0
KLRA1P,32,51,30,71,30,37,11,30,19
AC078962.5,0,0,0,0,0,0,0,0,0
LIMS4,0,0,0,0,0,0,0,0,0
LINC02455,1,0,2,1,2,1,0,0,0
AC141557.1,1,1,0,1,1,1,19,1,3
AC020549.2,1,2,2,3,0,0,0,0,0
AC025423.3,9,3,13,2,4,12,1,1,0
CCDC58P5,1,0,0,4,0,0,1,0,0
AC006518.2,0,6,5,10,3,4,0,1,0
ZNF350,276,441,286,156,202,94,88,92,103
LINC02737,0,0,1,0,0,0,0,0,0
AC019209.3,0,1,1,0,1,0,0,0,0
AP001160.1,4,1,2,2,3,2,13,6,5
AC005908.2,2,1,2,0,1,0,0,0,0
AC026369.2,15,10,8,7,11,5,3,5,4
AC003982.1,2,0,1,0,0,1,0,0,0
TMEM132D_AS2,1,0,3,2,3,1,0,0,0
ENTR1P1,1,0,0,2,0,0,0,0,0
AL137779.1,2,3,8,7,6,4,1,0,1
AC005342.2,0,0,1,0,0,1,0,0,0
AC007458.1,2,1,1,3,2,0,0,0,0
AL133271.1,0,1,0,2,1,0,0,0,0
AC134349.1,4,6,4,12,4,7,0,0,0
PGA5,1,2,0,3,0,0,0,2,1
AC087318.1,0,0,0,0,0,0,1,0,0
LINC02698,0,0,1,3,0,2,0,0,0
BTG1P1,4,1,2,3,2,2,0,0,0
CACNA1C_IT3,1,3,3,7,3,5,2,0,0
AP003717.3,4,1,1,1,1,0,1,0,0
AC006065.4,0,0,1,0,0,2,0,0,0
AP003721.2,3,1,3,2,4,1,0,2,0
AC027544.3,4,1,1,1,3,1,2,0,1
RBBP4P5,1,0,0,0,2,1,0,2,1
AP002892.2,2,1,0,2,0,0,0,0,0
KDM2B_DT,4,2,1,2,3,2,3,2,2
AP002784.2,2,1,0,2,3,0,6,5,6
MADD_AS1,6,9,4,2,3,2,1,0,2
AC009511.2,0,1,0,0,0,1,0,0,0
AC005832.2,0,0,0,0,1,0,0,0,0
LINC02423,0,1,0,1,1,0,0,0,0
PLBD1_AS1,5,5,5,5,6,13,2,3,4
HPRT1P3,1,0,0,1,0,0,0,0,0
TIMM17BP1,0,1,1,0,1,0,0,0,0
AP002840.1,1,5,3,0,1,0,0,1,1
STH,0,4,4,2,0,4,3,1,1
CACNA1C_AS3,0,0,1,1,0,0,0,0,0
ZNF253,169,152,103,138,106,102,50,70,62
AC087241.1,0,0,0,0,0,0,0,0,0
PDCL3P7,0,0,1,0,0,0,0,0,0
AP002383.3,0,0,0,2,0,0,1,0,0
AC079031.1,1,1,0,4,2,0,0,0,0
AP000753.2,1,3,0,5,3,1,0,0,0
KLRF2,0,0,0,0,0,0,0,0,0
AC005832.3,1,0,0,1,0,0,0,1,0
AC022613.1,10,2,1,3,4,0,3,4,1
AC024224.2,0,0,2,0,1,0,1,6,5
AC138466.2,0,0,0,0,0,0,0,0,0
C17orf100,11,16,9,8,22,6,27,27,17
AC078925.1,1,0,1,2,1,0,0,0,0
AC079360.1,0,1,2,1,1,1,0,0,0
CAPNS2,1,2,4,3,3,0,17,3,6
AP000777.3,0,0,0,1,1,0,0,0,0
AC122688.2,2,1,0,3,2,3,0,0,0
TPT1P12,2,0,1,0,2,2,0,0,0
FLRT1,0,0,0,0,1,0,0,0,0
AC026786.1,0,0,0,0,0,0,0,0,0
ATP5MFP4,0,0,5,1,7,2,0,4,1
AC068790.1,1,0,2,0,0,4,0,0,0
AC005294.1,0,2,1,0,0,0,0,0,0
CACNA1C_IT1,1,0,0,1,1,0,0,0,0
AC023157.2,0,1,2,1,0,0,0,0,0
MEF2BNBP1,2,2,1,2,2,2,0,0,0
CCND2P1,1,2,6,0,6,0,0,0,0
TCP1P3,2,1,0,2,1,1,6,6,0
AL663061.2,1,0,2,1,1,0,0,0,0
KNOP1P1,0,0,0,0,1,0,0,0,0
AC048338.1,0,0,0,0,0,0,0,0,0
AC005842.1,5,11,15,7,16,7,0,0,0
AP001880.2,0,0,2,1,1,0,0,0,0
SLC5A8,42,10,28,3,865,528,22,8,3
AC079031.2,0,0,0,0,0,0,0,0,0
AC129102.1,0,0,0,0,1,0,0,0,0
AC084880.4,0,1,3,1,1,0,1,0,0
LINC02366,0,0,0,0,1,0,0,0,0
MTRNR2L7,1,1,0,1,1,0,0,0,0
AC022509.3,3,1,6,4,6,2,11,8,22
PSMC1P8,1,1,0,3,0,0,0,0,0
AC018410.1,7,6,6,7,1,6,1,2,1
AP002770.2,0,2,1,2,1,0,0,1,0
IQSEC3P1,1,1,0,2,1,0,0,1,0
A2ML1_AS2,0,0,0,1,3,0,0,0,0
LINC02419,0,1,3,0,1,0,0,0,0
GCNAP1,0,0,0,0,0,0,1,0,0
AC005840.3,0,0,1,2,2,1,2,2,2
AC090023.2,2,1,1,0,0,0,0,0,0
AP000851.1,2,0,4,1,2,1,74,148,61
AC008033.2,0,1,1,0,8,0,0,0,0
,0,0,0,1,0,0,0,0,0
AC084819.1,1,0,2,3,2,1,0,1,1
ADGRA1_AS1,1,6,2,2,3,1,0,0,0
AP000763.4,0,0,0,0,0,0,0,0,0
KRT17P8,5,3,1,8,0,1,6,1,0
PPP1R14B_AS1,14,5,1,1,0,0,3,3,1
AC148477.3,0,2,2,1,1,1,0,0,0
AP003721.3,0,0,0,0,0,0,0,0,0
AP002518.2,1,0,2,0,1,0,4,1,2
AC026369.3,3,1,2,0,0,0,0,0,0
AC069503.2,0,1,2,2,0,0,1,1,1
AC055876.3,0,0,0,0,0,0,0,0,0
AC131009.2,2,3,0,3,4,2,1,1,2
AC079602.3,1,0,1,0,0,0,0,0,0
AL513165.2,1,0,0,0,0,0,0,1,1
AC018653.3,11,2,3,16,12,10,18,36,16
SNRPEP2,4,1,6,1,5,2,2,2,3
AC084375.1,1,1,0,0,1,1,0,0,0
LINC00508,0,0,1,1,0,1,0,0,0
AP000462.3,0,4,1,2,0,0,1,0,0
AC053513.2,7,5,10,9,7,7,1,4,0
AC092821.3,0,0,0,1,0,0,0,0,0
LIMS3,0,0,0,0,0,0,0,0,0
KHDC1L,0,1,1,0,1,1,0,0,0
AC134349.2,3,13,5,25,11,11,1,0,0
AC135782.1,14,3,0,4,5,2,3,1,2
AC008013.3,0,2,1,0,3,0,1,0,1
AC140847.3,1,2,3,5,4,1,0,0,0
AC023050.5,0,0,1,1,3,0,0,0,0
AC005833.2,1,0,0,1,2,0,0,0,0
LINC02378,1,2,10,0,3,0,0,0,0
AC084816.1,6,1,6,10,9,4,1,0,0
AC137590.1,0,0,0,0,0,0,0,0,0
AP000438.1,0,3,5,0,4,0,32,4,7
AC008115.2,0,0,0,0,0,0,0,0,0
AC027667.1,0,2,0,0,0,0,0,0,0
GPR142,1,9,6,1,4,4,0,0,0
AC022367.1,1,4,0,3,3,1,0,0,0
AP002383.4,0,0,0,0,1,0,0,0,0
SLC25A39P2,0,0,2,0,1,1,0,1,0
HP,25,7,5,15,7,2,24,1,1
HSPE1P20,0,0,0,0,0,0,0,0,0
AC008250.1,0,1,1,0,1,0,0,0,0
AC087241.2,0,2,1,1,0,2,1,1,1
AC023595.1,0,2,0,1,1,0,0,0,0
AC010186.3,71,114,158,188,103,69,23,23,39
AC025252.3,0,0,1,11,0,0,0,0,0
RARS1P1,0,1,1,1,1,0,1,0,0
AP002761.3,8,4,1,3,1,0,11,3,2
AC008011.2,2,0,0,3,2,0,19,7,8
AP006296.1,4,1,1,0,4,1,1,3,4
AC016746.1,2,2,1,0,0,0,0,0,1
SLCO1B3_SLCO1B7,0,0,0,0,0,0,0,0,0
LINC02417,0,0,0,0,0,0,1,0,0
AP003721.4,1,1,2,2,3,2,3,1,0
,0,1,1,1,0,1,0,1,0
LINC02282,0,0,2,1,1,0,0,0,0
C11orf97,1,0,0,0,0,0,0,0,0
AP001363.2,5,4,1,4,0,0,4,1,0
AC091078.1,4,4,6,5,9,3,3,3,2
AC022335.1,0,0,0,0,0,0,0,0,0
AL049844.1,0,0,1,1,0,0,2,2,1
LINC02703,2,2,2,2,0,0,0,0,0
AP001453.3,1,0,0,0,0,0,0,0,0
AP003170.5,1,1,0,1,1,0,0,0,0
RPL29P33,0,1,2,0,1,0,0,0,0
RPEP6,0,1,1,0,1,0,0,0,0
AC006512.2,1,3,0,1,1,0,1,0,0
AC073530.1,4,4,4,2,1,2,0,0,0
MIR200CHG,10,14,18,5,12,2,17,17,5
AP001453.4,7,4,2,5,4,1,21,13,9
AP003174.3,1,0,1,0,1,0,0,0,0
DENND11,915,535,553,562,515,544,335,804,721
AC016957.1,0,0,0,0,1,0,0,0,0
AC084361.1,2,2,3,4,2,0,0,0,0
AL161747.2,0,0,0,0,0,0,0,0,0
CLIP1_AS1,6,2,6,7,1,7,10,13,7
LRRC37A13P,0,0,0,0,0,0,0,0,0
LSM14A,2202,1115,1449,722,1552,695,1201,2009,2856
AC006581.1,0,1,0,0,0,0,0,0,0
NHLRC4,2,7,7,30,10,52,17,16,17
OR4F28P,0,0,0,0,0,0,0,0,0
AC090502.1,0,0,0,0,0,0,0,0,0
LINC02450,1,1,1,6,3,1,0,1,0
OR11H12,0,0,0,0,0,0,0,0,0
EEF1B2P4,0,0,2,0,2,0,0,0,0
AL356756.1,0,1,1,1,0,0,0,0,0
AC126615.2,1,0,1,3,0,1,0,0,0
RRN3P3,38,31,28,34,24,17,34,45,42
AC093025.1,0,0,0,1,0,0,0,0,0
KRT127P,1,2,2,1,1,0,0,0,0
FOXG1_AS1,1,0,0,1,0,0,0,0,0
CLLU1,2,2,7,6,1,1,0,0,0
AC006197.1,0,1,2,3,1,2,0,0,0
AC126177.1,2,4,4,2,7,1,0,0,0
ODC1_DT,4,5,3,7,5,0,4,5,7
C12orf80,1,1,7,6,7,1,0,1,0
TAS2R38,0,1,2,1,1,0,0,0,0
LINC02821,0,1,0,3,2,1,0,0,0
,0,0,0,2,0,1,0,0,0
AL512310.2,0,0,0,0,0,0,0,0,0
AC079905.2,0,0,2,2,1,0,0,0,0
PGAM1P5,14,8,8,24,14,9,3,0,1
,27,62,47,62,74,73,18,27,57
AL163973.2,0,0,0,1,1,0,0,0,0
,0,2,0,1,2,1,0,7,2
AC018659.2,0,0,0,0,0,0,0,0,0
AC084033.1,0,1,1,0,2,0,0,0,0
MED15P6,3,2,3,1,6,3,0,0,0
LINC02451,1,0,0,0,1,0,0,0,0
AC079362.1,0,0,0,0,1,0,0,0,0
TMPO_AS1,33,18,14,4,6,8,8,7,2
AC125612.1,6,19,4,2,3,4,4,0,0
CR383658.2,0,0,0,0,0,0,0,0,0
AK6P2,0,0,1,0,2,0,0,0,1
CR383656.1,3,2,2,2,4,1,5,5,3
AC009318.1,11,16,14,5,20,15,34,30,40
AC103702.1,9,9,18,9,8,1,0,0,0
HMGN2P6,0,0,0,0,1,0,0,0,0
AC009135.1,0,2,2,4,1,0,0,0,0
AC025423.4,0,0,0,0,0,0,0,0,0
AC090502.2,0,0,0,1,0,1,0,0,0
AC004080.3,0,0,0,0,0,0,0,0,0
LINC02293,0,0,0,0,0,0,0,0,0
AC090709.1,1,0,0,2,1,1,0,0,0
LINC02385,0,0,0,0,0,0,1,0,0
AC126178.1,0,1,4,0,0,1,0,0,0
HNRNPA1P50,0,0,2,2,1,1,0,1,1
FAM205BP,0,4,0,4,2,0,0,0,0
AC025161.1,0,0,0,0,0,0,0,0,0
AC084398.2,4,1,1,2,1,1,1,1,0
AC112229.3,0,0,0,0,0,0,0,0,0
NACAP8,0,1,0,0,0,0,0,1,0
GATC,406,241,451,166,428,181,303,465,503
LNCOG,2,1,3,1,1,3,10,1,1
PRXL2AP1,1,3,1,4,0,1,0,0,0
AC007569.1,7,5,7,4,5,7,2,1,2
AC079907.1,0,1,1,1,3,2,0,1,1
CR383656.2,0,0,0,0,0,0,0,0,0
AC079601.2,1,4,2,8,4,1,9,2,0
AC079584.2,3,1,3,3,0,0,0,0,0
AC090531.1,3,4,1,9,5,0,0,0,0
LINC02448,0,0,3,0,3,0,0,0,0
DYNLL1P4,0,0,2,0,0,0,1,0,0
AC078814.2,0,0,0,0,0,0,0,0,0
AC018448.1,0,0,1,1,3,0,0,0,0
AC090630.1,1,1,0,1,2,1,0,0,0
AC078922.1,1,2,2,1,3,0,0,0,0
LINC01619,10,5,6,8,6,3,21,38,34
AC020612.1,4,4,1,0,2,2,0,4,2
PHBP19,3,7,11,7,1,3,1,1,1
AC124947.1,7,0,1,4,0,5,4,4,4
AC131157.1,1,1,4,2,2,0,0,0,0
AC010202.1,1,0,0,2,0,0,0,0,0
AC008147.1,1,4,1,3,3,1,5,0,1
AC012150.1,0,0,1,0,3,1,0,0,0
LINC02388,2,3,4,0,7,0,0,0,0
AC008014.1,13,43,30,13,33,29,26,13,22
AC023511.1,0,0,0,1,0,0,0,0,0
AC136443.3,0,0,0,0,0,0,0,0,0
AC123905.1,0,1,0,2,0,0,0,0,0
ZNF271P,667,308,326,214,399,266,367,307,315
AC002375.1,2,3,1,0,0,0,0,0,0
AL928654.2,4,8,3,10,5,3,11,19,7
KIRREL3_AS1,2,0,2,1,1,1,5,4,0
AL162311.1,0,1,1,0,0,0,1,0,1
AL139020.1,1,1,2,3,4,0,0,0,0
AC092652.1,1,0,1,8,0,2,0,0,0
AC127164.1,9,18,13,12,16,15,2,5,1
AC009729.1,1,0,0,4,1,0,0,0,0
AC012464.1,2,6,2,4,1,0,4,0,3
AC013437.1,1,0,3,1,3,0,0,0,0
AL132780.1,7,5,1,2,5,5,5,7,2
AC089999.3,0,0,0,0,0,0,0,0,0
H3P35,0,1,0,0,0,0,0,0,0
AC068305.1,0,0,0,1,1,1,0,0,0
AC025423.5,0,0,0,1,1,3,0,0,0
AC117372.2,0,0,2,0,0,1,0,0,0
AC080011.1,0,0,0,0,1,0,0,0,0
AC093027.1,0,3,0,0,0,1,0,0,0
AC008147.2,15,34,28,38,30,13,11,19,11
HAUS8P1,0,1,0,0,1,0,0,0,0
FAHD2P1,0,0,0,1,1,0,0,0,0
AC073896.2,1,1,7,7,3,5,5,2,1
AL162311.2,1,1,0,1,2,0,1,0,1
AC090017.1,1,0,1,0,4,0,0,0,0
AL589743.2,0,0,0,0,0,0,0,0,0
ZBED6,117,57,68,40,47,13,5,17,13
AC087311.1,3,4,3,5,6,1,0,0,0
AC008127.1,0,0,0,0,0,0,0,1,1
AC138123.1,4,1,4,1,1,1,0,0,2
AC123904.2,0,0,1,1,0,0,0,0,0
AC138360.1,0,0,0,0,1,0,0,0,0
AC012555.1,3,0,3,0,2,0,0,0,1
AC011611.2,0,0,0,0,0,0,1,0,0
RACGAP1P,2,5,8,2,6,0,0,1,0
HNRNPA1P69,0,0,0,0,2,0,0,0,0
MGAM,14,8,10,317,16,23,41,5,15
